Customer_ID,Gender,Region,Subscription_Plan,Payment_Method,Age,Days_Since_Last_Login,Customer_Service_Calls,Monthly_Spend,Churn
14219,Female,North,Pro,Crypto,40.0,162,3.0,,1
14220,Male,West,Basic,Crypto,23.0,61,1.0,76.97,1
14221,Male,West,Basic,Paypal,35.0,111,2.0,47.11,1
14222,Female,South,Plus,E-wallet,27.0,4,3.0,208.29,0
14223,Non-Binary,East,Pro,Crypto,21.0,65,0.0,77.23,1
14224,Non-Binary,West,Plus,E-wallet,25.0,67,2.0,169.75,1
14225,Female,East,Basic,Crypto,28.0,85,-1.0,20.46,1
14226,Female,South,Basic,Credit card,46.0,108,3.0,0.0,1
14227,Male,East,Pro,Crypto,28.0,113,4.0,102.48,1
14228,Female,South,Basic,E-wallet,21.0,79,2.0,1.41,1
14229,Female,North,Basic,Crypto,35.0,65,1.0,44.73,1
14230,Male,South,Pro,Credit card,34.0,168,3.0,19.6,1
14231,Female,North,Basic,E-wallet,29.0,154,1.0,61.57,1
14232,Female,South,Basic,E-wallet,32.0,75,2.0,49.86,1
14233,Male,West,Basic,,43.0,4,1.0,0.0,1
14234,Unknown,West,Pro,Paypal,40.0,132,2.0,90.23,0
14235,Male,East,Pro,E-wallet,39.0,85,1.0,85.43,1
14236,Male,South,Basic,Paypal,22.0,140,2.0,107.87,1
14237,Male,South,Pro,Credit card,62.0,79,1.0,71.58,0
14238,Female,South,Basic,E-wallet,44.0,89,2.0,35.88,1
14239,Female,East,Plus,E-wallet,39.0,136,3.0,109.29,1
14240,Male,West,Plus,E-wallet,22.0,175,1.0,170.8,1
14241,Female,South,Pro,,43.0,31,2.0,126.86,1
14242,Male,East,Basic,Paypal,28.0,82,2.0,71.3,0
14243,Female,South,Pro,Crypto,32.0,35,1.0,90.03,1
14244,Female,North,Pro,Credit card,17.0,142,4.0,92.81,1
14245,Female,South,Plus,Credit card,21.0,136,1.0,172.31,0
14246,Unknown,North,Plus,Credit card,,15,1.0,172.43,0
14247,Male,East,Plus,Paypal,44.0,5,3.0,167.91,1
14248,Male,East,Basic,Paypal,40.0,71,2.0,0.0,1
14249,Female,West,Plus,Paypal,40.0,160,1.0,190.53,1
14250,Unknown,South,Pro,Paypal,33.0,109,1.0,88.48,1
14251,Male,East,Plus,Paypal,,99,0.0,149.08,0
14252,Male,West,Basic,E-wallet,36.0,169,0.0,0.0,1
14253,Male,South,Basic,Crypto,42.0,58,4.0,62.99,1
14254,Female,East,Basic,Crypto,34.0,35,3.0,108.75,1
14255,Male,North,Basic,Paypal,46.0,33,0.0,78.57,0
14256,Female,East,Basic,,31.0,129,2.0,6.97,1
14257,Unknown,North,Plus,E-wallet,24.0,12,3.0,90.43,0
14258,Female,West,Basic,Paypal,33.0,170,1.0,0.0,1
14259,Male,West,Basic,E-wallet,35.0,56,2.0,29.81,1
14260,Female,South,Basic,E-wallet,33.0,6,1.0,49.55,1
14261,Male,South,Basic,Credit card,46.0,58,3.0,68.36,1
14262,Non-Binary,South,Plus,Credit card,42.0,110,1.0,168.14,0
14263,Female,West,Basic,Paypal,19.0,115,1.0,0.0,1
14264,Male,North,Basic,E-wallet,49.0,50,0.0,31.75,0
14265,Female,South,Plus,Paypal,6.0,2,2.0,134.6,1
14266,Female,South,Plus,Credit card,,154,0.0,176.77,1
14267,Female,West,Basic,Credit card,31.0,53,0.0,68.4,0
14268,Male,North,Pro,Credit card,32.0,93,1.0,67.5,1
14269,Non-Binary,East,Pro,Credit card,33.0,33,1.0,96.05,0
14270,Unknown,South,Pro,Credit card,37.0,22,4.0,79.35,1
14271,Female,East,Basic,Paypal,33.0,47,-1.0,17.45,1
14272,Unknown,East,Plus,Paypal,32.0,54,0.0,135.84,1
14273,Male,South,Basic,Credit card,47.0,16,2.0,55.53,1
14274,Female,West,Basic,Paypal,39.0,78,2.0,72.86,1
14275,Female,South,Basic,Credit card,24.0,61,1.0,49.71,1
14276,Female,North,Basic,Credit card,41.0,124,1.0,43.96,0
14277,Female,North,Plus,Credit card,39.0,60,3.0,165.68,1
14278,Male,South,Pro,,28.0,43,4.0,,1
14279,Male,East,Basic,Paypal,41.0,70,4.0,87.47,1
14280,Male,North,Basic,E-wallet,32.0,124,1.0,27.18,1
14281,Male,North,Basic,Paypal,31.0,127,2.0,23.91,1
14282,Female,South,Plus,Paypal,,2,1.0,191.51,0
14283,Male,South,Pro,Crypto,9.0,66,1.0,84.18,0
14284,Male,West,Pro,Credit card,28.0,111,2.0,82.44,1
14285,Female,South,Pro,Credit card,41.0,98,0.0,42.65,1
14286,Female,South,Pro,Paypal,33.0,135,1.0,51.94,1
14287,Non-Binary,North,Pro,Paypal,21.0,153,1.0,77.66,1
14288,Female,North,Basic,E-wallet,43.0,119,3.0,80.64,1
14289,Male,North,Plus,Crypto,31.0,142,3.0,115.82,1
14290,Non-Binary,East,Pro,Credit card,,132,0.0,40.36,1
14291,Female,North,Pro,Credit card,56.0,140,2.0,49.99,1
14292,Male,North,Plus,Paypal,23.0,102,3.0,187.53,0
14293,Female,South,Plus,,42.0,139,1.0,148.91,0
14294,Unknown,West,Plus,Crypto,26.0,62,-1.0,125.1,1
14295,Male,North,Plus,Credit card,35.0,135,2.0,186.62,1
14296,Male,West,Basic,,24.0,33,3.0,0.0,0
14297,Male,North,Basic,Credit card,21.0,21,0.0,33.8,1
14298,Male,North,Pro,Paypal,39.0,49,0.0,32.92,1
14299,Female,West,Basic,Crypto,38.0,139,2.0,86.67,1
14300,Female,South,Plus,E-wallet,45.0,149,4.0,205.96,1
14301,Male,North,Pro,Paypal,33.0,90,2.0,85.7,0
14302,Unknown,West,Pro,E-wallet,,81,0.0,148.59,0
14303,Female,North,Plus,E-wallet,36.0,18,4.0,135.0,1
14304,Female,East,Basic,E-wallet,39.0,122,2.0,0.0,1
14305,Non-Binary,East,Pro,Credit card,20.0,132,1.0,,0
14306,Male,East,Pro,E-wallet,27.0,15,3.0,46.14,0
14307,Female,East,Basic,Credit card,39.0,112,1.0,26.29,0
14308,Female,South,Basic,Crypto,33.0,168,0.0,123.87,1
14309,Non-Binary,East,Plus,Paypal,35.0,18,2.0,131.61,1
14310,Female,West,Pro,Credit card,25.0,107,2.0,83.28,1
14311,Male,North,Plus,,35.0,21,2.0,199.17,0
14312,Unknown,West,Pro,Crypto,35.0,144,3.0,109.42,1
14313,Male,East,Basic,,22.0,34,1.0,0.0,0
14314,Non-Binary,South,Basic,Paypal,40.0,166,4.0,66.68,1
14315,Unknown,East,Basic,Crypto,16.0,72,2.0,17.99,1
14316,Male,East,Plus,Credit card,,54,0.0,190.91,1
14317,Female,South,Basic,Paypal,51.0,132,2.0,0.0,1
14318,Male,South,Plus,Paypal,40.0,72,0.0,241.96,1
14319,Female,South,Plus,Paypal,40.0,114,0.0,147.03,1
14320,Female,South,Plus,E-wallet,25.0,10,3.0,180.69,0
14321,Female,South,Basic,E-wallet,51.0,77,1.0,0.0,1
14322,Unknown,South,Plus,Credit card,,109,1.0,91.35,1
14323,Female,North,Basic,E-wallet,25.0,167,4.0,12.64,1
14324,Female,East,Basic,Crypto,29.0,83,2.0,63.88,1
14325,Non-Binary,East,Basic,,46.0,96,1.0,66.72,1
14326,Unknown,South,Plus,Credit card,51.0,131,2.0,133.79,1
14327,Male,West,Basic,,21.0,126,1.0,93.37,1
14328,Unknown,South,Pro,Paypal,23.0,79,4.0,41.84,1
14329,Male,North,Basic,Crypto,32.0,114,0.0,17.32,1
14330,Non-Binary,West,Basic,,12.0,63,1.0,47.36,1
14331,Male,North,Basic,Crypto,34.0,66,2.0,0.0,0
14332,Male,West,Plus,E-wallet,45.0,95,5.0,39.37,1
14333,Female,West,Pro,Crypto,19.0,33,4.0,117.06,0
14334,Female,South,Plus,Credit card,35.0,112,0.0,165.23,1
14335,Male,North,Pro,E-wallet,28.0,88,0.0,88.39,1
14336,Male,West,Plus,E-wallet,50.0,134,1.0,118.96,0
14337,Female,North,Pro,Paypal,28.0,162,1.0,85.61,1
14338,Unknown,South,Pro,E-wallet,49.0,156,2.0,61.02,1
14339,Male,South,Pro,Paypal,28.0,24,1.0,52.0,1
14340,Male,South,Basic,E-wallet,41.0,27,0.0,71.95,1
14341,Female,South,Plus,,36.0,68,2.0,,1
14342,Male,East,Pro,E-wallet,32.0,154,1.0,82.22,1
14343,Non-Binary,West,Plus,E-wallet,26.0,75,1.0,162.38,0
14344,Non-Binary,East,Pro,Paypal,37.0,81,3.0,54.61,1
14345,Female,South,Basic,Credit card,29.0,135,4.0,13.09,1
14346,Male,West,Pro,Crypto,,165,1.0,106.67,1
14347,Female,West,Basic,E-wallet,48.0,118,0.0,77.73,1
14348,Female,North,Pro,E-wallet,39.0,93,1.0,82.22,1
14349,Non-Binary,South,Pro,Credit card,40.0,136,2.0,103.67,1
14350,Female,East,Plus,Paypal,30.0,111,1.0,136.6,1
14351,Female,North,Basic,Crypto,32.0,42,1.0,-10.0,1
14352,Female,West,Basic,Credit card,31.0,24,0.0,0.0,0
14353,Female,East,Basic,Credit card,37.0,93,2.0,44.48,1
14354,Unknown,South,Basic,Credit card,,65,1.0,0.0,0
14355,Female,East,Plus,Credit card,33.0,16,3.0,139.74,0
14356,Female,East,Plus,E-wallet,26.0,108,2.0,147.59,1
14357,Male,East,Pro,Crypto,41.0,134,1.0,28.42,1
14358,Female,North,Plus,E-wallet,34.0,21,1.0,127.75,1
14359,Female,West,Basic,Credit card,19.0,9,2.0,39.07,1
14360,Male,East,Basic,Crypto,12.0,89,3.0,5.58,0
14361,Male,West,Basic,,36.0,140,0.0,106.08,1
14362,Female,North,Plus,Paypal,25.0,41,1.0,197.57,1
14363,Female,South,Pro,Credit card,38.0,27,2.0,126.31,0
14364,Female,South,Pro,Credit card,,99,1.0,35.98,0
14365,Male,East,Basic,Paypal,35.0,10,3.0,2.36,0
14366,Female,North,Basic,E-wallet,30.0,136,2.0,12.89,1
14367,Male,South,Plus,Crypto,51.0,80,1.0,155.46,1
14368,Female,North,Basic,Credit card,43.0,54,0.0,98.0,1
14369,Male,North,Pro,,47.0,4,1.0,18.6,0
14370,Male,East,Basic,Paypal,34.0,68,3.0,24.52,1
14371,Male,East,Basic,,42.0,37,3.0,6.15,0
14372,Male,North,Pro,Paypal,34.0,65,2.0,85.26,1
14373,Male,North,Basic,Credit card,48.0,63,5.0,31.79,1
14374,Male,East,Pro,E-wallet,,152,1.0,62.26,1
14375,Female,North,Pro,E-wallet,20.0,179,2.0,81.79,1
14376,Female,East,Pro,Crypto,14.0,165,0.0,,1
14377,Male,West,Pro,Credit card,50.0,76,1.0,41.48,1
14378,Non-Binary,North,Pro,Paypal,38.0,18,3.0,169.37,1
14379,Male,East,Basic,Credit card,,98,1.0,23.69,1
14380,Female,North,Pro,Paypal,48.0,24,0.0,155.0,0
14381,Male,East,Pro,Paypal,,47,2.0,113.51,0
14382,Male,North,Basic,Crypto,,72,0.0,29.02,1
14383,Female,South,Plus,Paypal,31.0,34,1.0,142.89,0
14384,Female,South,Pro,Crypto,41.0,178,4.0,94.67,1
14385,Non-Binary,North,Plus,E-wallet,27.0,142,0.0,81.1,1
14386,Female,South,Plus,Crypto,21.0,48,2.0,98.17,1
14387,Unknown,North,Basic,Crypto,21.0,157,1.0,0.0,1
14388,Male,North,Pro,Crypto,45.0,148,2.0,27.72,1
14389,Male,West,Basic,E-wallet,26.0,88,0.0,27.75,1
14390,Male,West,Basic,,28.0,85,2.0,31.75,1
14391,Male,South,Plus,Paypal,40.0,168,0.0,231.42,1
14392,Female,West,Pro,Paypal,27.0,130,2.0,98.26,0
14393,Female,West,Basic,Crypto,16.0,124,2.0,35.42,1
14394,Male,North,Pro,Paypal,18.0,72,0.0,,1
14395,Unknown,East,Plus,Crypto,33.0,151,2.0,169.16,1
14396,Non-Binary,North,Pro,E-wallet,38.0,110,3.0,69.29,0
14397,Male,West,Pro,,31.0,144,3.0,,1
14398,Male,North,Pro,Crypto,38.0,104,0.0,,1
14399,Male,South,Basic,Credit card,17.0,87,4.0,0.0,1
14400,Male,East,Basic,E-wallet,18.0,7,0.0,12.28,0
14401,Male,West,Pro,Credit card,56.0,133,2.0,94.99,1
14402,Female,West,Basic,Crypto,46.0,8,2.0,72.05,0
14403,Male,North,Pro,Paypal,41.0,14,1.0,71.1,0
14404,Male,North,Pro,Crypto,,63,2.0,45.75,1
14405,Unknown,North,Pro,Paypal,31.0,177,1.0,84.57,1
14406,Female,North,Basic,Crypto,,123,3.0,0.0,1
14407,Unknown,West,Basic,Crypto,47.0,10,2.0,0.0,1
14408,Male,North,Basic,Paypal,38.0,94,2.0,0.0,1
14409,Male,West,Pro,Paypal,39.0,119,0.0,,1
14410,Female,North,Basic,Crypto,32.0,173,0.0,37.98,1
14411,Male,East,Pro,Credit card,,44,0.0,,0
14412,Male,East,Basic,E-wallet,37.0,76,0.0,39.54,1
14413,Female,North,Pro,Credit card,34.0,93,1.0,132.31,0
14414,Female,North,Basic,Credit card,26.0,58,4.0,91.5,1
14415,Female,South,Pro,Credit card,32.0,152,2.0,110.37,1
14416,Female,East,Basic,Credit card,23.0,139,3.0,4.33,1
14417,Female,West,Basic,Paypal,33.0,84,3.0,43.76,1
14418,Male,East,Plus,,34.0,25,4.0,146.41,0
14419,Male,West,Basic,E-wallet,9.0,113,3.0,39.32,1
14420,Male,North,Pro,Paypal,31.0,36,0.0,,1
14421,Male,East,Plus,Credit card,22.0,22,0.0,156.09,0
14422,Unknown,East,Pro,Paypal,38.0,64,1.0,95.87,1
14423,Female,South,Plus,,40.0,44,3.0,234.78,1
14424,Female,South,Basic,Credit card,29.0,73,0.0,54.9,1
14425,Male,East,Basic,E-wallet,39.0,162,2.0,37.2,0
14426,Male,East,Basic,Paypal,39.0,101,0.0,32.12,0
14427,Male,East,Basic,Paypal,31.0,175,4.0,,1
14428,Male,West,Basic,Crypto,49.0,27,3.0,0.0,1
14429,Male,North,Basic,Credit card,26.0,128,2.0,56.38,1
14430,Female,South,Pro,Credit card,48.0,71,1.0,188.7,1
14431,Female,North,Plus,E-wallet,31.0,40,2.0,177.67,1
14432,Female,South,Basic,E-wallet,25.0,22,4.0,5.5,0
14433,Female,South,Basic,Paypal,30.0,159,3.0,0.0,1
14434,Unknown,South,Basic,E-wallet,23.0,86,2.0,19.09,0
14435,Male,East,Basic,Paypal,41.0,6,2.0,73.44,0
14436,Male,South,Pro,Credit card,17.0,71,3.0,118.25,1
14437,Male,North,Basic,Credit card,47.0,42,2.0,21.61,1
14438,Female,South,Basic,Paypal,24.0,141,1.0,,1
14439,Unknown,North,Pro,E-wallet,42.0,13,1.0,127.44,0
14440,Male,South,Plus,E-wallet,34.0,99,2.0,163.28,0
14441,Non-Binary,South,Pro,Paypal,36.0,168,1.0,63.82,1
14442,Non-Binary,East,Pro,Credit card,28.0,110,2.0,173.81,1
14443,Male,North,Basic,Paypal,37.0,90,1.0,0.0,1
14444,Male,South,Basic,E-wallet,35.0,83,0.0,37.43,1
14445,Female,South,Basic,Paypal,,101,1.0,17.43,0
14446,Unknown,North,Basic,Credit card,24.0,13,1.0,53.25,1
14447,Male,South,Plus,Crypto,28.0,27,5.0,177.11,1
14448,Female,West,Pro,Paypal,26.0,29,5.0,55.46,1
14449,Male,East,Basic,Crypto,46.0,78,3.0,0.55,1
14450,Female,North,Basic,Paypal,34.0,53,2.0,27.9,1
14451,Female,East,Basic,E-wallet,26.0,139,6.0,72.26,1
14452,Female,West,Pro,,29.0,113,4.0,61.98,1
14453,Non-Binary,West,Basic,Crypto,28.0,119,4.0,17.67,1
14454,Non-Binary,West,Basic,Paypal,31.0,74,0.0,47.71,1
14455,Non-Binary,North,Pro,E-wallet,,166,3.0,143.47,1
14456,Male,West,Basic,Crypto,25.0,69,1.0,39.74,1
14457,Female,North,Basic,Crypto,41.0,66,0.0,0.0,0
14458,Male,North,Basic,Paypal,35.0,14,3.0,0.0,1
14459,Female,South,Basic,,32.0,131,2.0,0.0,1
14460,Female,North,Basic,Crypto,34.0,97,0.0,0.0,1
14461,Female,West,Basic,Credit card,33.0,101,2.0,85.45,1
14462,Female,North,Pro,Credit card,,171,2.0,91.76,1
14463,Unknown,North,Pro,,39.0,166,1.0,122.99,1
14464,Male,East,Pro,E-wallet,38.0,104,1.0,73.85,1
14465,Female,West,Plus,Credit card,18.0,85,1.0,152.47,1
14466,Male,North,Basic,Crypto,32.0,36,1.0,-10.0,1
14467,Male,South,Plus,Paypal,18.0,159,5.0,155.31,0
14468,Male,North,Basic,Crypto,40.0,122,1.0,18.09,1
14469,Unknown,North,Basic,,41.0,155,2.0,48.9,1
14470,Non-Binary,East,Basic,E-wallet,,131,0.0,19.9,1
14471,Unknown,West,Basic,Paypal,32.0,9,2.0,35.45,1
14472,Unknown,West,Plus,Crypto,12.0,26,3.0,172.43,0
14473,Male,South,Basic,Paypal,43.0,83,2.0,29.71,1
14474,Male,South,Basic,Crypto,,163,1.0,112.97,0
14475,Female,South,Basic,Crypto,45.0,4,2.0,8.17,1
14476,Female,North,Basic,Credit card,48.0,177,1.0,10.29,1
14477,Female,North,Basic,Crypto,21.0,159,4.0,0.0,1
14478,Male,South,Basic,E-wallet,42.0,98,0.0,36.87,1
14479,Female,West,Basic,E-wallet,48.0,150,3.0,63.42,1
14480,Female,West,Plus,E-wallet,19.0,128,3.0,163.94,1
14481,Male,South,Basic,Credit card,,30,3.0,120.44,1
14482,Female,East,Basic,Paypal,,18,4.0,12.82,1
14483,Female,West,Pro,E-wallet,42.0,53,0.0,32.33,1
14484,Female,West,Plus,E-wallet,10.0,127,2.0,149.51,1
14485,Male,South,Basic,Paypal,52.0,161,3.0,0.0,1
14486,Female,West,Basic,Credit card,32.0,131,1.0,48.99,1
14487,Male,North,Plus,Crypto,43.0,175,2.0,103.95,1
14488,Male,North,Basic,Paypal,33.0,47,1.0,17.71,1
14489,Female,West,Pro,Crypto,38.0,48,5.0,53.46,1
14490,Female,North,Basic,Crypto,10.0,116,1.0,21.24,1
14491,Male,East,Plus,Crypto,30.0,171,1.0,120.95,1
14492,Female,West,Plus,Paypal,42.0,161,4.0,126.55,1
14493,Female,South,Plus,Paypal,36.0,55,2.0,164.85,1
14494,Female,North,Basic,Crypto,17.0,73,0.0,,1
14495,Female,East,Basic,Credit card,34.0,5,0.0,0.0,1
14496,Female,East,Basic,Credit card,25.0,75,1.0,78.4,1
14497,Female,North,Plus,Credit card,24.0,112,1.0,147.64,1
14498,Male,East,Plus,E-wallet,18.0,125,2.0,156.48,1
14499,Male,West,Basic,Crypto,40.0,35,6.0,37.54,1
14500,Female,East,Pro,E-wallet,45.0,162,2.0,66.96,1
14501,Female,North,Basic,Credit card,55.0,24,3.0,84.13,1
14502,Female,East,Basic,Paypal,19.0,176,1.0,21.09,1
14503,Male,North,Pro,Credit card,41.0,54,1.0,34.49,1
14504,Male,North,Basic,E-wallet,42.0,168,3.0,,1
14505,Female,East,Basic,E-wallet,,56,5.0,107.81,1
14506,Male,North,Basic,Credit card,24.0,149,1.0,-10.0,1
14507,Female,North,Plus,Crypto,23.0,171,3.0,189.4,1
14508,Male,South,Plus,Paypal,28.0,156,2.0,238.91,0
14509,Female,West,Plus,Paypal,36.0,70,2.0,,0
14510,Unknown,North,Pro,Credit card,47.0,47,5.0,99.66,0
14511,Male,West,Pro,Crypto,45.0,103,2.0,130.57,1
14512,Female,South,Basic,Crypto,17.0,2,1.0,83.09,0
14513,Male,South,Plus,Credit card,26.0,84,1.0,187.29,1
14514,Female,South,Pro,Paypal,46.0,172,1.0,30.71,1
14515,Female,South,Pro,Paypal,26.0,19,1.0,39.5,0
14516,Female,West,Pro,Paypal,33.0,72,0.0,74.53,1
14517,Female,East,Plus,Crypto,16.0,163,1.0,,1
14518,Non-Binary,East,Basic,,,59,0.0,0.0,1
14519,Male,West,Basic,Crypto,14.0,77,3.0,23.21,1
14520,Male,North,Pro,Paypal,17.0,17,1.0,126.2,1
14521,Non-Binary,West,Plus,Crypto,44.0,96,3.0,127.66,1
14522,Female,North,Pro,,53.0,65,5.0,64.96,1
14523,Non-Binary,North,Basic,Credit card,31.0,30,1.0,0.0,1
14524,Female,East,Basic,Paypal,33.0,8,1.0,1.57,1
14525,Non-Binary,South,Pro,E-wallet,,147,2.0,48.11,1
14526,Female,East,Pro,E-wallet,36.0,147,1.0,80.12,0
14527,Female,East,Pro,Credit card,,46,0.0,42.34,1
14528,Unknown,West,Basic,Crypto,29.0,0,6.0,74.03,0
14529,Female,West,Plus,Crypto,18.0,82,1.0,117.44,1
14530,Male,North,Pro,Crypto,36.0,99,0.0,66.78,0
14531,Male,West,Pro,Paypal,33.0,141,2.0,55.46,1
14532,Male,North,Basic,E-wallet,29.0,128,1.0,11.85,1
14533,Male,North,Basic,Credit card,23.0,9,4.0,140.6,0
14534,Male,South,Plus,Crypto,24.0,176,1.0,127.31,1
14535,Female,South,Basic,Crypto,40.0,141,3.0,52.53,1
14536,Female,East,Pro,,42.0,41,1.0,40.95,1
14537,Female,South,Basic,,30.0,123,3.0,77.95,1
14538,Female,North,Pro,Crypto,29.0,24,1.0,92.38,1
14539,Male,West,Basic,Paypal,25.0,163,2.0,41.13,1
14540,Male,South,Basic,Paypal,43.0,94,2.0,53.26,1
14541,Male,South,Plus,Paypal,34.0,34,1.0,212.61,1
14542,Female,South,Pro,Crypto,37.0,138,1.0,150.03,0
14543,Male,South,Basic,Crypto,37.0,9,2.0,,1
14544,Male,North,Basic,Credit card,30.0,7,4.0,,1
14545,Female,North,Plus,Credit card,22.0,104,4.0,195.85,1
14546,Non-Binary,East,Basic,Paypal,24.0,150,1.0,,1
14547,Male,West,Pro,Crypto,45.0,133,1.0,138.55,1
14548,Female,East,Basic,Paypal,26.0,123,1.0,0.0,1
14549,Female,East,Plus,Credit card,29.0,63,3.0,169.2,1
14550,Female,South,Pro,Paypal,22.0,45,2.0,31.82,0
14551,Unknown,West,Pro,E-wallet,21.0,103,2.0,108.73,0
14552,Male,South,Basic,Paypal,26.0,37,3.0,6.03,1
14553,Male,North,Plus,Crypto,50.0,152,2.0,116.84,1
14554,Non-Binary,East,Basic,Paypal,40.0,85,3.0,0.0,0
14555,Female,West,Plus,Paypal,28.0,1,4.0,132.24,1
14556,Female,North,Basic,Crypto,44.0,23,0.0,39.41,1
14557,Female,East,Pro,E-wallet,32.0,100,1.0,102.9,0
14558,Female,West,Basic,Crypto,47.0,66,2.0,22.35,1
14559,Unknown,East,Pro,Credit card,56.0,89,2.0,69.68,1
14560,Unknown,West,Basic,E-wallet,44.0,93,2.0,50.64,0
14561,Female,East,Basic,,34.0,92,0.0,135.5,1
14562,Male,South,Basic,Crypto,40.0,70,2.0,46.25,0
14563,Non-Binary,East,Basic,Paypal,34.0,136,2.0,0.0,1
14564,Male,East,Basic,Credit card,15.0,172,2.0,,1
14565,Male,West,Basic,Credit card,27.0,15,1.0,20.14,0
14566,Non-Binary,West,Plus,E-wallet,24.0,118,1.0,187.81,0
14567,Male,South,Basic,Credit card,27.0,107,1.0,0.0,1
14568,Male,West,Pro,E-wallet,51.0,141,3.0,50.39,1
14569,Male,East,Basic,E-wallet,45.0,153,2.0,0.0,1
14570,Non-Binary,West,Pro,Credit card,38.0,173,1.0,44.75,1
14571,Female,West,Basic,E-wallet,42.0,100,3.0,56.83,1
14572,Female,West,Plus,Paypal,15.0,29,4.0,140.74,1
14573,Male,South,Plus,E-wallet,41.0,123,1.0,186.16,1
14574,Female,South,Basic,Paypal,43.0,55,4.0,13.21,1
14575,Female,North,Pro,Paypal,11.0,93,4.0,24.18,1
14576,Male,South,Basic,Paypal,41.0,31,3.0,120.29,0
14577,Female,South,Pro,Credit card,19.0,77,1.0,66.32,1
14578,Male,South,Basic,Paypal,14.0,22,2.0,63.78,1
14579,Unknown,East,Basic,Credit card,47.0,16,2.0,24.18,1
14580,Female,North,Basic,Crypto,23.0,121,0.0,93.31,1
14581,Unknown,East,Pro,Paypal,,151,0.0,,0
14582,Male,South,Basic,E-wallet,43.0,174,1.0,,1
14583,Female,South,Pro,Crypto,30.0,138,0.0,90.34,1
14584,Female,North,Pro,Crypto,32.0,40,1.0,58.62,0
14585,Female,North,Basic,Paypal,31.0,14,2.0,8.35,0
14586,Unknown,West,Pro,Credit card,37.0,90,0.0,118.52,1
14587,Male,South,Plus,Crypto,31.0,51,0.0,107.56,0
14588,Male,South,Plus,Paypal,35.0,161,1.0,142.7,1
14589,Female,East,Pro,Crypto,28.0,59,0.0,58.41,0
14590,Female,West,Pro,Crypto,37.0,56,0.0,44.98,0
14591,Female,South,Pro,Paypal,37.0,32,4.0,80.16,1
14592,Male,East,Basic,E-wallet,52.0,148,1.0,95.58,0
14593,Female,North,Basic,E-wallet,30.0,151,0.0,46.34,1
14594,Male,East,Basic,E-wallet,32.0,19,1.0,37.17,1
14595,Female,South,Basic,Crypto,36.0,112,4.0,0.0,1
14596,Female,East,Basic,Credit card,43.0,67,2.0,86.17,1
14597,Female,East,Plus,,23.0,100,0.0,87.93,0
14598,Male,West,Basic,Crypto,35.0,100,1.0,33.48,1
14599,Female,West,Pro,Crypto,,173,1.0,92.71,1
14600,Male,North,Pro,Paypal,31.0,32,2.0,64.84,0
14601,Male,West,Basic,Credit card,44.0,30,2.0,,0
14602,Female,East,Basic,Crypto,26.0,161,3.0,46.38,1
14603,Unknown,West,Pro,E-wallet,35.0,21,1.0,76.28,0
14604,Male,South,Pro,Credit card,28.0,105,1.0,91.54,1
14605,Female,East,Plus,Crypto,25.0,29,2.0,146.68,0
14606,Non-Binary,East,Basic,Paypal,43.0,4,0.0,84.96,1
14607,Non-Binary,East,Plus,Paypal,23.0,168,2.0,176.36,1
14608,Male,South,Basic,,36.0,172,2.0,56.17,1
14609,Unknown,East,Pro,E-wallet,37.0,60,1.0,50.73,1
14610,Male,West,Pro,Credit card,25.0,116,3.0,79.37,1
14611,Male,South,Basic,Crypto,35.0,12,3.0,0.0,0
14612,Male,East,Basic,E-wallet,24.0,136,2.0,63.41,1
14613,Female,West,Basic,Crypto,39.0,162,1.0,0.0,1
14614,Male,West,Basic,,20.0,17,2.0,51.35,1
14615,Male,North,Pro,E-wallet,30.0,126,1.0,113.3,1
14616,Male,West,Basic,Crypto,31.0,139,1.0,,1
14617,Non-Binary,West,Pro,Credit card,45.0,118,3.0,49.43,1
14618,Non-Binary,North,Basic,Paypal,35.0,168,3.0,19.31,1
14619,Male,North,Pro,E-wallet,43.0,143,1.0,55.07,1
14620,Non-Binary,South,Pro,E-wallet,39.0,12,1.0,0.0,1
14621,Non-Binary,West,Pro,Paypal,,123,2.0,157.42,0
14622,Female,South,Pro,Credit card,30.0,145,1.0,70.63,1
14623,Male,South,Basic,Paypal,44.0,75,2.0,25.67,1
14624,Female,East,Plus,Credit card,30.0,117,3.0,117.76,0
14625,Unknown,South,Basic,E-wallet,16.0,97,2.0,15.44,1
14626,Female,South,Basic,,31.0,178,1.0,0.0,1
14627,Male,South,Basic,Crypto,38.0,32,3.0,9.07,0
14628,Female,South,Pro,Credit card,17.0,81,2.0,59.13,0
14629,Female,North,Pro,Paypal,25.0,66,4.0,12.12,0
14630,Female,West,Pro,Credit card,21.0,53,3.0,104.38,1
14631,Male,East,Basic,Credit card,41.0,5,1.0,45.15,1
14632,Male,North,Basic,Credit card,50.0,35,2.0,0.0,1
14633,Non-Binary,East,Plus,Credit card,31.0,54,0.0,174.82,0
14634,Non-Binary,East,Pro,Paypal,39.0,126,0.0,100.51,1
14635,Male,North,Basic,Crypto,,177,0.0,0.0,1
14636,Unknown,South,Pro,E-wallet,49.0,70,3.0,121.4,1
14637,Male,North,Basic,Paypal,27.0,93,0.0,0.0,0
14638,Female,East,Basic,Paypal,,142,1.0,137.02,1
14639,Female,East,Basic,E-wallet,30.0,21,2.0,100.04,1
